country,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths,new_deaths,new_deaths_smoothed,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,hosp_patients,hosp_patients_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,icu_patients,icu_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,stringency_index,reproduction_rate,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,code,continent,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,human_development_index
China,2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-04,1.0,1.0,,0.000701666,0.000701666,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-05,1.0,0.0,,0.000701666,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-06,4.0,3.0,,0.002806664,0.0021049979,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-07,4.0,0.0,,0.002806664,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-08,4.0,0.0,,0.002806664,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-09,4.0,0.0,0.6666667,0.002806664,0.0,0.0004677773,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-10,4.0,0.0,0.5714286,0.002806664,0.0,0.00040095198,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-11,4.0,0.0,0.42857143,0.002806664,0.0,0.000300714,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-12,45.0,41.0,6.285714,0.03157497,0.028768305,0.004410472,1.0,1.0,0.14285715,0.000701666,0.000701666,0.000100237994,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-13,45.0,0.0,5.857143,0.03157497,0.0,0.004109758,1.0,0.0,0.14285715,0.000701666,0.0,0.000100237994,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-14,45.0,0.0,5.857143,0.03157497,0.0,0.004109758,1.0,0.0,0.14285715,0.000701666,0.0,0.000100237994,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-15,45.0,0.0,5.857143,0.03157497,0.0,0.004109758,1.0,0.0,0.14285715,0.000701666,0.0,0.000100237994,,,,,,,,,,,,,8.33,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-16,45.0,0.0,5.857143,0.03157497,0.0,0.004109758,1.0,0.0,0.14285715,0.000701666,0.0,0.000100237994,,,,,,,,,,,,,8.33,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-17,49.0,4.0,6.428571,0.03438163,0.002806664,0.00451071,2.0,1.0,0.2857143,0.001403332,0.000701666,0.00020047599,,,,,,,,,,,,,8.33,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-18,49.0,0.0,6.428571,0.03438163,0.0,0.00451071,2.0,0.0,0.2857143,0.001403332,0.0,0.00020047599,,,,,,,,,,,,,8.33,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-19,125.0,76.0,11.428572,0.08770825,0.053326614,0.008019039,3.0,1.0,0.2857143,0.0021049979,0.000701666,0.00020047599,,,,,,,,,,,,,8.33,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-20,202.0,77.0,22.428572,0.14173652,0.05402828,0.015737366,4.0,1.0,0.42857143,0.002806664,0.000701666,0.000300714,,,,,,,,,,,,,8.33,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-21,295.0,93.0,35.714287,0.20699146,0.065254934,0.025059499,6.0,2.0,0.71428573,0.0042099957,0.001403332,0.00050118996,,,,,,,,,,,,,8.33,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-22,442.0,147.0,56.714287,0.31013635,0.1031449,0.039794486,17.0,11.0,2.2857144,0.011928322,0.0077183256,0.0016038079,,,,,,,,,,,,,26.39,,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-23,574.0,132.0,75.57143,0.40275627,0.09261991,0.0530259,18.0,1.0,2.4285715,0.012629988,0.000701666,0.0017040459,,,,,,,,,,,,,44.91,3.0428,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-24,835.0,261.0,112.28571,0.58589107,0.18313482,0.078787066,26.0,8.0,3.4285715,0.018243315,0.005613328,0.002405712,,,,,,,,,,,,,44.91,3.2823,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-25,1297.0,462.0,178.28572,0.91006076,0.32416967,0.12509702,42.0,16.0,5.714286,0.02946997,0.011226656,0.0040095197,,,,,,,,,,,,,47.69,3.4984,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-26,1985.0,688.0,265.7143,1.392807,0.48274618,0.18644267,56.0,14.0,7.571429,0.039293293,0.009823323,0.0053126137,,,,,,,,,,,,,69.91,3.5942,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-27,2761.0,776.0,365.57144,1.9372997,0.5444928,0.25650904,82.0,26.0,11.142858,0.05753661,0.018243315,0.007818564,,,,,,,,,,,,,69.91,3.6649,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-28,4533.0,1772.0,605.4286,3.180652,1.243352,0.42480862,131.0,49.0,17.857143,0.091918245,0.03438163,0.012529749,,,,,,,,,,,,,69.91,3.6832,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-29,5997.0,1464.0,793.5714,4.207891,1.027239,0.55682206,133.0,2.0,16.571428,0.09332158,0.001403332,0.011627607,,,,,,,,,,,,,69.91,3.2893,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-30,7736.0,1739.0,1023.1429,5.4280877,1.2201971,0.7179045,171.0,38.0,21.857143,0.11998488,0.026663307,0.015336413,,,,,,,,,,,,,69.91,3.046,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-01-31,9720.0,1984.0,1269.2858,6.8201933,1.3921053,0.89061457,213.0,42.0,26.714285,0.14945485,0.02946997,0.018744506,,,,,,,,,,,,,69.91,2.8156,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-01,11821.0,2101.0,1503.4286,8.294394,1.4742002,1.0549047,259.0,46.0,31.0,0.18173149,0.032276634,0.021751646,,,,,,,,,,,,,77.31,2.6768,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-02,14411.0,2590.0,1775.1428,10.111709,1.8173149,1.2455573,361.0,102.0,43.57143,0.2533014,0.07156993,0.03057259,,,,,,,,,,,,,77.31,2.5902,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-03,17238.0,2827.0,2068.1428,12.095318,1.9836097,1.4511454,425.0,64.0,49.0,0.29820803,0.044906624,0.03438163,,,,,,,,,,,,,77.31,2.3447,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-04,20471.0,3233.0,2276.8572,14.363804,2.268486,1.5975932,491.0,66.0,51.42857,0.344518,0.046309955,0.03608568,,,,,,,,,,,,,77.31,2.0972,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-05,24363.0,3892.0,2623.7144,17.094688,2.7308838,1.840971,563.0,72.0,61.42857,0.39503795,0.05051995,0.04310234,,,,,,,,,,,,,77.31,1.9598,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-06,28060.0,3697.0,2903.4285,19.688747,2.594059,2.037237,633.0,70.0,66.0,0.44415456,0.04911662,0.046309955,,,,,,,,,,,,,77.31,1.7282,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-07,31211.0,3151.0,3070.1428,21.899696,2.2109494,2.1542149,718.0,85.0,72.14286,0.50379616,0.059641607,0.050620187,,,,,,,,,,,,,77.31,1.6013,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-08,34598.0,3387.0,3253.8572,24.27624,2.3765426,2.2831209,805.0,87.0,78.0,0.5648411,0.06104494,0.054729946,,,,,,,,,,,,,77.31,1.4784,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-09,37251.0,2653.0,3262.8572,26.137758,1.8615198,2.2894359,905.0,100.0,77.71429,0.6350077,0.070166595,0.05452947,,,,,,,,,,,,,77.31,1.4028,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-10,40235.0,2984.0,3285.2856,28.231531,2.0937712,2.3051732,1012.0,107.0,83.85714,0.710086,0.07507826,0.058839705,,,,,,,,,,,,,75.46,1.3927,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-11,42708.0,2473.0,3176.7144,29.966751,1.73522,2.2289922,1112.0,100.0,88.71429,0.7802526,0.070166595,0.062247794,,,,,,,,,,,,,75.46,1.4072,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-12,44730.0,2022.0,2909.5715,31.385519,1.4187686,2.0415473,1117.0,5.0,79.14286,0.7837609,0.0035083299,0.05553185,,,,,,,,,,,,,75.46,1.5778,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-13,59882.0,15152.0,4546.0,42.017162,10.631642,3.1897736,1369.0,252.0,105.14286,0.9605807,0.17681983,0.073775165,,,,,,,,,,,,,75.46,1.8161,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-14,63932.0,4050.0,4674.4287,44.85891,2.8417473,3.2798874,1521.0,152.0,114.71429,1.0672339,0.10665323,0.08049111,,,,,,,,,,,,,75.46,1.5244,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-15,66576.0,2644.0,4568.2856,46.714115,1.8552048,3.2054107,1663.0,142.0,122.57143,1.1668705,0.09963657,0.0860042,,,,,,,,,,,,,75.46,1.1961,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-16,68584.0,2008.0,4476.143,48.12306,1.4089453,3.140757,1767.0,104.0,123.14286,1.2398437,0.07297326,0.08640515,,,,,,,,,,,,,75.46,0.9488,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-17,70635.0,2051.0,4342.857,49.562176,1.439117,3.047235,1865.0,98.0,121.85714,1.308607,0.06876326,0.08550301,,,,,,,,,,,,,75.46,0.7806,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-18,72528.0,1893.0,4260.0,50.89043,1.3282536,2.989097,2004.0,139.0,127.42857,1.4061387,0.09753157,0.089412294,,,,,,,,,,,,,75.46,0.6259,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-19,74278.0,1750.0,4221.143,52.118343,1.2279154,2.9618323,2117.0,113.0,142.85715,1.4854269,0.07928825,0.100237995,,,,,,,,,,,,,75.46,0.5305,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-20,74675.0,397.0,2113.2856,52.396908,0.27856138,1.4828206,2239.0,122.0,124.28571,1.5710301,0.08560325,0.08720706,,,,,,,,,,,,,75.46,0.412,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-21,75568.0,893.0,1662.2858,53.023495,0.6265877,1.1663693,2239.0,0.0,102.57143,1.5710301,0.0,0.07197088,,,,,,,,,,,,,75.46,0.3867,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-22,76393.0,825.0,1402.4286,53.602367,0.5788744,0.9840364,2444.0,205.0,111.57143,1.7148716,0.14384152,0.07828587,,,,,,,,,,,,,75.46,0.367,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-23,77042.0,649.0,1208.2858,54.05775,0.4553812,0.84781295,2446.0,2.0,97.0,1.716275,0.001403332,0.0680616,,,,,,,,,,,,,75.46,0.3063,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-24,77262.0,220.0,946.7143,54.212116,0.15436651,0.6642772,2596.0,150.0,104.42857,1.8215249,0.1052499,0.07327397,,,,,,,,,,,,,75.46,0.2978,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-25,77779.0,517.0,750.1429,54.57488,0.36276132,0.5263497,2666.0,70.0,94.57143,1.8706415,0.04911662,0.06635755,,,,,,,,,,,,,81.02,0.299,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-26,78190.0,411.0,558.8571,54.863262,0.2883847,0.39213103,2718.0,52.0,85.85714,1.9071281,0.03648663,0.060243037,,,,,,,,,,,,,81.02,0.3242,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-27,78630.0,440.0,565.0,55.171997,0.30873302,0.39644128,2747.0,29.0,72.57143,1.9274764,0.020348312,0.050920904,,,,,,,,,,,,,81.02,0.3018,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-28,78959.0,329.0,484.42856,55.402843,0.2308481,0.33990705,2791.0,44.0,78.85714,1.9583497,0.030873302,0.055331375,,,,,,,,,,,,,81.02,0.3141,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-02-29,79389.0,430.0,428.0,55.70456,0.30171636,0.30031303,2838.0,47.0,56.285713,1.991328,0.0329783,0.03949377,,,,,,,,,,,,,81.02,0.3229,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-01,79968.0,579.0,418.0,56.110825,0.4062646,0.29329637,2873.0,35.0,61.0,2.0158863,0.02455831,0.042801626,,,,,,,,,,,,,81.02,0.3145,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-02,80174.0,206.0,416.0,56.255367,0.14454319,0.29189304,2915.0,42.0,45.57143,2.0453563,0.02946997,0.03197592,,,,,,,,,,,,,81.02,0.285,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-03,80302.0,128.0,360.42856,56.34518,0.08981325,0.25290045,2948.0,33.0,40.285713,2.0685112,0.023154978,0.028267115,,,,,,,,,,,,,81.02,0.2524,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-04,80422.0,120.0,318.85715,56.429382,0.08419991,0.2237312,2984.0,36.0,38.0,2.0937712,0.025259975,0.026663307,,,,,,,,,,,,,81.02,0.2448,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-05,80565.0,143.0,276.42856,56.52972,0.100338235,0.19396052,3016.0,32.0,38.42857,2.1162245,0.022453312,0.02696402,,,,,,,,,,,,,81.02,0.2158,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-06,80710.0,145.0,250.14285,56.631462,0.10174157,0.17551672,3045.0,29.0,36.285713,2.1365728,0.020348312,0.025460452,,,,,,,,,,,,,81.02,0.2048,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-07,80813.0,103.0,203.42857,56.70373,0.07227159,0.14273891,3073.0,28.0,33.57143,2.1562195,0.019646646,0.023555929,,,,,,,,,,,,,81.02,0.1836,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-08,80859.0,46.0,127.28571,56.736008,0.032276634,0.089312054,3101.0,28.0,32.57143,2.1758661,0.019646646,0.022854263,,,,,,,,,,,,,81.02,0.161,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-09,80904.0,45.0,104.28571,56.767582,0.03157497,0.07317374,3124.0,23.0,29.857143,2.1920044,0.016138317,0.020949742,,,,,,,,,,,,,81.02,0.1572,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-10,80924.0,20.0,88.85714,56.781616,0.014033319,0.062348034,3140.0,16.0,27.428572,2.203231,0.011226656,0.019245695,,,,,,,,,,,,,81.02,0.1515,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-11,80955.0,31.0,76.14286,56.803368,0.021751646,0.05342685,3162.0,22.0,25.428572,2.2186677,0.015436651,0.017842364,,,,,,,,,,,,,81.02,0.1601,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-12,80980.0,25.0,59.285713,56.82091,0.017541649,0.041598767,3173.0,11.0,22.428572,2.226386,0.0077183256,0.015737366,,,,,,,,,,,,,81.02,0.1525,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
China,2020-03-13,80991.0,11.0,40.142857,56.82863,0.0077183256,0.028166877,3181.0,8.0,19.428572,2.2319994,0.005613328,0.013632367,,,,,,,,,,,,,81.02,0.1709,,,,,,,,,,,,,,,,,,,,,,CHN,Asia,1425179562.0,151.8052520751953,38.53400039672852,78.20210266113281,18187.841796875,0.0,10.600000381469728,97.26631927490234,4.309999942779541,
